modLLIDs	row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
7485	ENSG00000214253	ENSG00000214253	430.1829247	0.338473543	0.133482446	2.535715762	0.011221778	0.057533021
7492	ENSG00000128563	ENSG00000128563	170.9380849	0.012047281	0.077672701	0.155103153	0.876739997	0.931491676
7496	ENSG00000005075	ENSG00000005075	144.8548568	0.250724017	0.115288256	2.174757656	0.029648282	0.107277686
7512	ENSG00000170632	ENSG00000170632	137.8151191	-0.065244005	0.12288921	-0.530917278	0.595476104	0.746711156
7551	ENSG00000198839	ENSG00000198839	64.4080437	-0.017590755	0.1389124	-0.126632001	0.899231668	0.945814395
7554	ENSG00000146802	ENSG00000146802	243.1251212	-0.239669053	0.098376619	-2.43624	0.014840834	0.068742647
7578	ENSG00000002745	ENSG00000002745	20.08883868	-0.57128766	0.304566698	-1.875739087	0.060691116	0.170856222
7606	ENSG00000197157	ENSG00000197157	1114.33289	0.134974325	0.075319834	1.792015699	0.073130451	0.193152457
7618	ENSG00000128596	ENSG00000128596	48.74757146	-0.492979375	0.199393672	-2.472392277	0.013421216	0.064049293
7632	ENSG00000186591	ENSG00000186591	1420.037009	0.643849421	0.173206217	3.71724199	0.00020141	0.005676477
7656	ENSG00000172331	ENSG00000172331	829.5852059	1.119293091	0.275939289	4.056301998	4.99E-05	0.002581959
7665	ENSG00000243317	ENSG00000243317	408.4182236	0.453027543	0.147219206	3.077231259	0.002089331	0.020623157
7666	ENSG00000164707	ENSG00000164707	89.62588348	-0.165285184	0.117198041	-1.410306711	0.158449138	0.320883388
7683	ENSG00000157741	ENSG00000157741	440.2391449	0.051763911	0.063042377	0.821097064	0.411590982	0.592465237
7685	ENSG00000146963	ENSG00000146963	223.9200653	-0.006949005	0.082061078	-0.084680883	0.932515095	0.964801034
7695	ENSG00000133606	ENSG00000133606	8793.88753	0.657882413	0.238685419	2.75627399	0.0058464	0.037997374
7699	ENSG00000157764	ENSG00000157764	448.3761914	0.063203554	0.065553106	0.964158032	0.334966702	0.520331467
7706	ENSG00000127362	ENSG00000127362	21.38581692	-0.094046039	0.244737275	-0.384273456	0.70077578	0.819651782
7717	ENSG00000275896	ENSG00000275896	18.00968311	-0.511825017	0.267286092	-1.914895807	0.055505793	0.160681137
7723	ENSG00000197993	ENSG00000197993	100.4443148	1.18611885	0.307129488	3.861950409	0.000112485	0.004068857
7751	ENSG00000213214	ENSG00000213214	2.96425925	-0.602003783	0.553267507	-1.088088087	0.276556222	NA
7770	ENSG00000196453	ENSG00000196453	139.6910471	0.23241941	0.114119737	2.036627634	0.041687371	0.134105505
7778	ENSG00000127399	ENSG00000127399	54.95242627	-0.055876253	0.146945401	-0.380251799	0.703758512	0.822077212
7794	ENSG00000055118	ENSG00000055118	86.21353545	0.79671663	0.239060836	3.332694066	0.000860095	0.012455686
7799	ENSG00000164885	ENSG00000164885	34.11938233	0.11194254	0.191629629	0.584160921	0.559112051	0.718235568
7823	ENSG00000186480	ENSG00000186480	272.185526	-0.010023889	0.08291226	-0.120897553	0.90377218	0.948214703
7885	ENSG00000147324	ENSG00000147324	380.2444818	0.082723923	0.122577742	0.674869038	0.499758974	0.669721471
7899	ENSG00000177710	ENSG00000177710	7.540588887	-0.662166023	0.376341488	-1.759481865	0.078495698	NA
7903	ENSG00000154328	ENSG00000154328	84.4469724	0.158909153	0.142666944	1.113847038	0.265344814	0.447931308
7904	ENSG00000079459	ENSG00000079459	550.7670674	0.123021179	0.068344271	1.800021802	0.071857196	0.190646173
7905	ENSG00000164733	ENSG00000164733	4591.314632	0.612183518	0.145064715	4.220071824	2.44E-05	0.001718826
7915	ENSG00000145002	ENSG00000145002	10.66654295	-0.49022976	0.434714613	-1.12770481	0.259444605	NA
7925	ENSG00000104219	ENSG00000104219	392.8571799	0.07440826	0.118133937	0.62986354	0.528783869	0.695656129
7935	ENSG00000171428	ENSG00000171428	28.07604595	-0.146257913	0.20172105	-0.725050324	0.468421158	0.643872996
7947	ENSG00000130227	ENSG00000130227	892.5510807	0.381128849	0.14560388	2.617573434	0.008855743	0.049107602
7950	ENSG00000158856	ENSG00000158856	12636.35842	0.628389341	0.275654023	2.279630586	0.022629607	0.090395401
7954	ENSG00000168476	ENSG00000168476	183.0396626	0.220706019	0.09579578	2.303922138	0.021227015	0.086647495
7979	ENSG00000197217	ENSG00000197217	761.9458586	-0.032903251	0.046403693	-0.709065345	0.478283927	0.652082182
7980	ENSG00000147454	ENSG00000147454	21054.98632	0.690147908	0.204098887	3.381438858	0.000721073	0.011289752
7995	ENSG00000104765	ENSG00000104765	4156.460844	0.551018551	0.207874604	2.650725678	0.008031905	0.046377947
8024	ENSG00000104671	ENSG00000104671	15.48653232	0.179547507	0.213193848	0.842179587	0.399687438	NA
8026	ENSG00000197265	ENSG00000197265	143.6738242	0.006991936	0.085869497	0.081425138	0.935103858	0.965967679
8043	ENSG00000147475	ENSG00000147475	148.2712387	-0.019411285	0.090095462	-0.215452421	0.829414603	0.903418704
8051	ENSG00000129691	ENSG00000129691	332.0544928	0.25791114	0.072599263	3.552531125	0.000381544	0.008096444
8057	ENSG00000147548	ENSG00000147548	1220.378163	0.055518576	0.04795051	1.157830763	0.246933107	0.426966554
8078	ENSG00000029534	ENSG00000029534	1886.43811	0.791721248	0.269505986	2.937675935	0.003306825	0.027194035
8090	ENSG00000131931	ENSG00000131931	46.20740638	-0.10759434	0.175441096	-0.613278998	0.539691877	0.70385382
8091	ENSG00000120925	ENSG00000120925	90.40363363	-0.117696591	0.118567267	-0.992656693	0.320877287	0.507361585
8100	ENSG00000104738	ENSG00000104738	57.66483063	0.274158277	0.160401791	1.709197109	0.087414444	0.216778756
8164	ENSG00000121022	ENSG00000121022	150.5945474	0.063852626	0.084725485	0.753641307	0.451064634	0.628209434
8181	ENSG00000147601	ENSG00000147601	149.5417133	-0.140174684	0.087300774	-1.605652253	0.108350338	0.251583364
8185	ENSG00000121039	ENSG00000121039	38.22681226	-0.120322077	0.180173615	-0.667811857	0.504253697	0.673866825
8204	ENSG00000147586	ENSG00000147586	15.40354655	-0.412516869	0.235794681	-1.749474874	0.080208968	NA
8205	ENSG00000276418	ENSG00000276418	0.654183518	-0.981112256	1.266137323	-0.774886134	0.438406946	NA
8221	ENSG00000133739	ENSG00000133739	17.64634582	-0.425532119	0.269484601	-1.57905913	0.114322495	0.260611838
8225	ENSG00000133742	ENSG00000133742	752.5163845	1.63968166	0.343012345	4.780240953	1.75E-06	0.000420062
8227	ENSG00000104267	ENSG00000104267	156.3428707	0.242523329	0.197157438	1.230099823	0.218659726	0.394137341
8255	ENSG00000164951	ENSG00000164951	240.0343682	0.036725636	0.095252215	0.38556202	0.699821066	0.818860999
8296	ENSG00000070756	ENSG00000070756	6812.097778	0.049758644	0.059679742	0.833761038	0.404415655	0.585939172
8308	ENSG00000164930	ENSG00000164930	17.44181681	-0.362419251	0.258003264	-1.404708006	0.160108124	0.32307434
8338	ENSG00000164758	ENSG00000164758	56.82537025	-0.051404113	0.161849372	-0.317604651	0.750784846	0.854343882
8356	ENSG00000156787	ENSG00000156787	170.7099209	-0.115508971	0.111630988	-1.034739306	0.300790675	0.48787185
8357	ENSG00000147689	ENSG00000147689	17.97295826	1.395463534	0.648038127	2.153366409	0.031289893	0.111102347
8372	ENSG00000147684	ENSG00000147684	57.57694014	0.063896075	0.131802661	0.484785927	0.627828207	0.770204732
8398	ENSG00000008513	ENSG00000008513	1707.300455	0.147523913	0.080990321	1.821500523	0.068530807	0.184321485
8433	ENSG00000250571	ENSG00000250571	192.1019714	-0.157812534	0.105304434	-1.498631427	0.133969275	0.288662536
8442	ENSG00000104529	ENSG00000104529	707.1479856	-0.120431632	0.059792089	-2.014173349	0.043991337	0.138434064
8443	ENSG00000179886	ENSG00000179886	89.81503096	-0.153783202	0.123687243	-1.243323061	0.21374881	0.388843855
8445	ENSG00000104522	ENSG00000104522	517.4171488	0.907018056	0.252050911	3.598550996	0.000319995	0.007301245
8458	ENSG00000178719	ENSG00000178719	2086.852991	0.83878351	0.220147586	3.810096333	0.000138913	0.004683018
8463	ENSG00000179091	ENSG00000179091	207.5330998	-0.075504745	0.082489031	-0.915330736	0.360018028	0.545408755
8464	ENSG00000179526	ENSG00000179526	773.5599908	0.396836485	0.165715972	2.394678564	0.016634941	0.073635249
8465	ENSG00000179632	ENSG00000179632	1173.117131	0.487077008	0.168906547	2.883707088	0.003930241	0.030139542
8470	ENSG00000260428	ENSG00000260428	7.008012056	-0.284647778	0.351266441	-0.810347202	0.417740654	NA
8478	ENSG00000173137	ENSG00000173137	61.91397762	-0.327925267	0.143934584	-2.278293785	0.02270908	0.090559003
8480	ENSG00000147804	ENSG00000147804	34.87957594	-0.049305776	0.155987971	-0.316087038	0.751936445	0.855074952
8481	ENSG00000160948	ENSG00000160948	710.593475	0.209353297	0.098795587	2.119055149	0.034085807	0.117339017
8486	ENSG00000160972	ENSG00000160972	28.64376348	-0.082893362	0.203191258	-0.407957324	0.683305007	0.808078344
8523	ENSG00000120158	ENSG00000120158	113.5205273	0.450828463	0.149085991	3.023949189	0.002494983	0.022879114
8557	ENSG00000044459	ENSG00000044459	50.93408288	0.147641853	0.181660183	0.812736455	0.416369176	0.596586583
8603	ENSG00000147896	ENSG00000147896	44.18345901	0.591647161	0.186143892	3.17843983	0.001480699	0.016820478
8613	ENSG00000137074	ENSG00000137074	91.25802479	-0.257600253	0.099746269	-2.58255527	0.009807165	0.052695609
8615	ENSG00000122692	ENSG00000122692	405.824906	-0.025091861	0.060589547	-0.414128541	0.678779972	0.805708537
8618	ENSG00000107262	ENSG00000107262	2519.523198	0.592792475	0.203161989	2.917831611	0.003524746	0.028284586
8627	ENSG00000137073	ENSG00000137073	448.8963013	0.236520138	0.104289431	2.267920501	0.023334053	0.092082955
8628	ENSG00000198876	ENSG00000198876	14542.18157	0.849344067	0.272679528	3.114806869	0.001840654	0.019149316
8629	ENSG00000165006	ENSG00000165006	739.4675367	0.423074726	0.124200205	3.406393145	0.000658273	0.010838458
8631	ENSG00000164978	ENSG00000164978	31.54088352	0.071828762	0.178105484	0.403293374	0.686732416	0.810402156
8657	ENSG00000165283	ENSG00000165283	196.4497214	0.124622137	0.120319387	1.035761076	0.300313621	0.487198746
8658	ENSG00000005238	ENSG00000005238	759.6178043	0.455202127	0.145696925	3.124308407	0.001782235	0.018765672
8665	ENSG00000159884	ENSG00000159884	4.165942292	-0.025902688	0.34238728	-0.075653185	0.939695022	NA
8695	ENSG00000147912	ENSG00000147912	24.03999865	-0.422351233	0.231476271	-1.824598399	0.068061655	0.183727398
8697	ENSG00000175768	ENSG00000175768	18.99306162	-0.472804704	0.236826443	-1.996418548	0.045888384	0.141926818
8702	ENSG00000122741	ENSG00000122741	352.0823518	0.126765006	0.100746906	1.258252094	0.208300601	0.382323475
8703	ENSG00000122696	ENSG00000122696	111.989024	0.027670216	0.127764425	0.216572146	0.828541795	0.903053712
8719	ENSG00000147996	ENSG00000147996	129.0759686	-0.00257267	0.113899306	-0.022587235	0.981979526	0.990689049
8729	ENSG00000107242	ENSG00000107242	141.7715904	0.364673242	0.135167597	2.697933891	0.006977129	0.042258183
8730	ENSG00000187866	ENSG00000187866	224.5016734	0.071395705	0.078316305	0.911632712	0.361962096	0.547014578
8747	ENSG00000107372	ENSG00000107372	1501.900376	0.349553535	0.076941124	4.543130071	5.54E-06	0.000824781
8753	ENSG00000135045	ENSG00000135045	58.67122966	0.352223745	0.138578139	2.541697761	0.011031552	0.056955171
8775	ENSG00000135018	ENSG00000135018	627.1349778	0.082616734	0.066363016	1.244921328	0.21316067	0.388165492
8786	ENSG00000187753	ENSG00000187753	4.279325856	0.448425957	0.518534035	0.86479561	0.387150981	NA
8787	ENSG00000135070	ENSG00000135070	235.0815389	0.024522019	0.152177637	0.161140749	0.871982546	0.928703281
8798	ENSG00000123975	ENSG00000123975	5.621200081	-0.181425637	0.408547278	-0.444075012	0.656988352	NA
8815	ENSG00000127080	ENSG00000127080	58.54197482	-0.122246717	0.130187524	-0.939004854	0.347728252	0.533592359
8842	ENSG00000081377	ENSG00000081377	81.62621697	-0.355400035	0.15782577	-2.251850475	0.024331723	0.094657846
8851	ENSG00000136842	ENSG00000136842	432.2009894	0.796393199	0.267952081	2.972147839	0.002957242	0.025376162
8856	ENSG00000136932	ENSG00000136932	194.114136	-0.093879878	0.085971648	-1.091986484	0.274839042	0.459080389
8857	ENSG00000136929	ENSG00000136929	496.6213348	0.338393066	0.247418829	1.367693265	0.171408109	0.337476759
8858	ENSG00000136938	ENSG00000136938	1039.466258	0.460833264	0.123739674	3.724215921	0.000195923	0.005604071
8868	ENSG00000119523	ENSG00000119523	138.7801764	-0.058726915	0.092706751	-0.63346967	0.526426981	0.693414362
8869	ENSG00000106803	ENSG00000106803	114.5741549	0.048730901	0.098254867	0.495964247	0.619919636	0.763997824
8883	ENSG00000136872	ENSG00000136872	5.777141135	0.129275525	0.539839941	0.239470101	0.810741078	NA
8913	ENSG00000119326	ENSG00000119326	43.55631093	0.587430902	0.286840256	2.047937446	0.040566129	0.131592818
8948	ENSG00000136875	ENSG00000136875	120.1052377	-0.088224904	0.093796697	-0.940597134	0.346911351	0.532769966
8953	ENSG00000148218	ENSG00000148218	242.874211	0.139753235	0.1114816	1.253599116	0.209987753	0.384340032
8964	ENSG00000095397	ENSG00000095397	62.38322573	-0.312311865	0.224899227	-1.388674696	0.164931692	0.329023752
8989	ENSG00000148175	ENSG00000148175	912.5573886	0.541536095	0.142797796	3.792328093	0.000149242	0.004900793
9020	ENSG00000119522	ENSG00000119522	664.3034232	0.390029326	0.084993204	4.588947228	4.45E-06	0.000737626
9030	ENSG00000136950	ENSG00000136950	163.869481	-0.18246751	0.101693425	-1.794290141	0.072766871	0.192408307
9036	ENSG00000165219	ENSG00000165219	717.0834026	0.139853487	0.058580855	2.387358247	0.016969946	0.074578946
9039	ENSG00000196814	ENSG00000196814	130.7409916	-0.063305869	0.132193835	-0.478886698	0.632019234	0.773799012
9047	ENSG00000196152	ENSG00000196152	116.5341654	0.18170239	0.110094479	1.650422353	0.098856582	0.235875865
9054	ENSG00000167094	ENSG00000167094	95.18469507	-0.38810913	0.19688625	-1.971235317	0.048696966	0.147584824
9060	ENSG00000106992	ENSG00000106992	23.13660274	0.307676333	0.257980689	1.192633193	0.23301306	0.410443743
9063	ENSG00000136840	ENSG00000136840	824.4922783	0.831797832	0.235042348	3.538927514	0.000401756	0.008359372
9065	ENSG00000136908	ENSG00000136908	1062.231259	0.785258048	0.222993906	3.521432763	0.000429222	0.008714902
9071	ENSG00000171159	ENSG00000171159	150.7892011	0.039972205	0.10832976	0.368986372	0.712137883	0.827998512
9072	ENSG00000148337	ENSG00000148337	619.8014967	0.296451389	0.101420191	2.923001677	0.003466746	0.028087575
9088	ENSG00000160445	ENSG00000160445	1663.523581	0.476367061	0.181956185	2.618031701	0.008843859	0.049107602
9093	ENSG00000136802	ENSG00000136802	470.5388574	0.226060884	0.104100946	2.171554561	0.029889278	0.107718684
9098	ENSG00000148341	ENSG00000148341	496.3644587	-0.064633104	0.086382335	-0.748221307	0.454326681	0.630884061
9101	ENSG00000095321	ENSG00000095321	221.6723149	0.282023877	0.181758585	1.551639928	0.120748404	0.270281462
9102	ENSG00000119383	ENSG00000119383	441.6916224	0.189460892	0.100379647	1.887443308	0.059100725	0.167944917
9111	ENSG00000136819	ENSG00000136819	1352.636588	0.848745397	0.244967862	3.464721416	0.000530781	0.009704295
9144	ENSG00000165702	ENSG00000165702	187.5154053	0.252583629	0.195147511	1.294321551	0.195554376	0.36728563
9145	ENSG00000148308	ENSG00000148308	219.5032104	-0.207324942	0.082154452	-2.523599617	0.011616014	0.058633691
9156	ENSG00000148248	ENSG00000148248	684.6379614	0.030303766	0.056258443	0.538652772	0.590126467	0.741902122
9188	ENSG00000130560	ENSG00000130560	263.6611286	0.285425747	0.096545058	2.956399362	0.003112538	0.026211315
9205	ENSG00000165716	ENSG00000165716	16.90489152	0.137622438	0.241026196	0.570985395	0.568009543	NA
9216	ENSG00000054148	ENSG00000054148	54.26483623	-0.126221345	0.144311541	-0.874644843	0.38176718	0.565459868
9240	ENSG00000176248	ENSG00000176248	387.2452356	-0.218656921	0.074936618	-2.917891513	0.003524069	0.028284586
9243	ENSG00000187713	ENSG00000187713	134.3249892	-0.109611932	0.100893124	-1.086416278	0.277294863	0.462066394
9245	ENSG00000212864	ENSG00000212864	13.90532261	0.050154282	0.285482163	0.175682716	0.860543215	NA
9249	ENSG00000188229	ENSG00000188229	451.9281906	0.307890909	0.119731619	2.571508775	0.010125645	0.053887316
9279	ENSG00000165568	ENSG00000165568	48.79446774	0.516691699	0.27979435	1.846683816	0.064792979	0.177968751
9293	ENSG00000134461	ENSG00000134461	42.89624534	-0.36549242	0.169336675	-2.158377214	0.030898516	0.110220868
9294	ENSG00000134452	ENSG00000134452	417.3696011	0.047107439	0.062234344	0.756936379	0.449087979	0.626288343
9295	ENSG00000134470	ENSG00000134470	119.5507812	0.262085242	0.091297989	2.870657338	0.004096193	0.030848715
9311	ENSG00000151461	ENSG00000151461	492.6777695	0.058734829	0.063964414	0.918242262	0.358492048	0.544000216
9318	ENSG00000123240	ENSG00000123240	1109.628587	0.541245892	0.160083348	3.38102556	0.000722158	0.011289752
9321	ENSG00000107537	ENSG00000107537	24.53094469	-0.33300718	0.219993069	-1.51371669	0.13009771	0.283647752
9326	ENSG00000151474	ENSG00000151474	190.3296364	0.555035252	0.168041463	3.302966077	0.00095668	0.013222489
9342	ENSG00000148484	ENSG00000148484	473.407009	0.073905742	0.111080015	0.665337883	0.505834406	0.67516451
9362	ENSG00000136770	ENSG00000136770	123.6920921	-0.007753763	0.112818978	-0.06872747	0.945206552	0.971400317
9368	ENSG00000150867	ENSG00000150867	3278.214828	0.505124077	0.169038274	2.988223104	0.002806046	0.024581133
9388	ENSG00000107897	ENSG00000107897	206.249952	-0.102331012	0.078661152	-1.300909141	0.193289557	0.364444592
9403	ENSG00000165322	ENSG00000165322	164.1496532	-0.271779715	0.107432636	-2.529768656	0.011413776	0.058111887
9440	ENSG00000165406	ENSG00000165406	5585.608268	0.844728969	0.242575341	3.482336521	0.000497059	0.009455374
9441	ENSG00000172671	ENSG00000172671	186.2102156	0.020919743	0.109252437	0.191480789	0.84814893	0.914839786
9444	ENSG00000265354	ENSG00000265354	106.9940343	0.202726867	0.106767151	1.898775647	0.05759398	0.164757791
9445	ENSG00000266412	ENSG00000266412	6458.902335	0.524832703	0.148375886	3.537183282	0.000404419	0.008381124
9487	ENSG00000177613	ENSG00000177613	206.4498114	-0.117901922	0.083129181	-1.418297648	0.156103883	0.317981642
9494	ENSG00000122873	ENSG00000122873	22.73168813	-0.166401924	0.223550396	-0.744359781	0.456658844	0.633299678
9511	ENSG00000181915	ENSG00000181915	115.7786901	-0.130671461	0.10619345	-1.230503956	0.218508447	0.394045912
9526	ENSG00000138346	ENSG00000138346	43.04274538	0.062030953	0.176480818	0.351488357	0.725222006	0.837084919
9535	ENSG00000122958	ENSG00000122958	150.3383537	0.028482949	0.087701398	0.324771888	0.745353722	0.850731716
9538	ENSG00000156515	ENSG00000156515	1649.841306	0.643417417	0.146861003	4.381131845	1.18E-05	0.001216772
9545	ENSG00000042286	ENSG00000042286	45.49229793	-0.400362123	0.180960487	-2.212428415	0.026937077	0.101173253
9551	ENSG00000148730	ENSG00000148730	1707.423756	0.273210133	0.074783425	3.653351434	0.00025884	0.00660069
9567	ENSG00000138303	ENSG00000138303	117.3381207	-0.11879128	0.105281274	-1.128322977	0.259183543	0.440312389
9579	ENSG00000213551	ENSG00000213551	48.58245584	-0.148834658	0.154138385	-0.965591133	0.334248814	0.519765748
9580	ENSG00000182180	ENSG00000182180	188.3676557	-0.003696042	0.09153767	-0.040377274	0.967792348	0.983435634
9590	ENSG00000196968	ENSG00000196968	185.2026521	-0.218417041	0.100191568	-2.179994244	0.029257888	0.106323256
9671	ENSG00000204010	ENSG00000204010	163.6669589	1.071257735	0.293686592	3.647622209	0.000264678	0.006648632
9680	ENSG00000180628	ENSG00000180628	1319.796741	0.311134012	0.149587642	2.079944626	0.037530612	0.125236979
9754	ENSG00000107521	ENSG00000107521	1800.785593	0.533151362	0.173501714	3.07288816	0.002119979	0.02076873
9759	ENSG00000155287	ENSG00000155287	142.6751051	-0.029363054	0.0942572	-0.311520545	0.755404927	0.857251333
9789	ENSG00000166171	ENSG00000166171	58.49876321	0.265296398	0.159637778	1.661864761	0.096539894	0.231789398
9790	ENSG00000166169	ENSG00000166169	515.9307698	0.28897456	0.158587401	1.822178548	0.068427898	0.184250057
9817	ENSG00000166275	ENSG00000166275	25.34351594	-0.40500243	0.213034194	-1.901114663	0.057286995	0.164099883
9824	ENSG00000156374	ENSG00000156374	29.50557379	-0.336781607	0.153282983	-2.197123252	0.028011645	0.103897696
9826	ENSG00000173915	ENSG00000173915	32.33343313	0.05158875	0.174285129	0.296002019	0.76722854	0.86456273
9846	ENSG00000119950	ENSG00000119950	1346.902356	0.686623004	0.233270162	2.94346691	0.003245585	0.026850879
9855	ENSG00000119927	ENSG00000119927	48.19733033	-0.250775659	0.159976393	-1.567579158	0.116979379	0.265024009
9897	ENSG00000183605	ENSG00000183605	47.15493114	-0.154574366	0.141606907	-1.091573635	0.27502055	0.459178941
9900	ENSG00000148908	ENSG00000148908	339.5533211	0.583087682	0.166633459	3.49922329	0.000466616	0.009219384
9933	ENSG00000107902	ENSG00000107902	214.1231768	0.224663526	0.101255291	2.218783079	0.026501486	0.100209542
9938	ENSG00000019995	ENSG00000019995	145.6346051	0.179227773	0.108769228	1.647780126	0.099397799	0.236926302
9955	ENSG00000148773	ENSG00000148773	139.8302634	0.643634112	0.202012021	3.18611788	0.001441958	0.016586753
9984	ENSG00000148824	ENSG00000148824	33.05670946	-0.418892199	0.190237093	-2.201948071	0.027668977	0.103196857
9988	ENSG00000171772	ENSG00000171772	4.634289221	0.091213588	0.548022416	0.166441344	0.86780964	NA
10017	ENSG00000177030	ENSG00000177030	244.1999321	-0.085108033	0.082348864	-1.033505856	0.301367232	0.488327288
10027	ENSG00000177666	ENSG00000177666	1161.685683	0.423231856	0.153081648	2.76474588	0.005696716	0.037489951
10032	ENSG00000177830	ENSG00000177830	259.9473485	0.050383637	0.100135462	0.50315479	0.614855448	0.760482653
10040	ENSG00000182208	ENSG00000182208	357.0197023	0.009844924	0.081716093	0.120477174	0.90410516	0.948461452
10056	ENSG00000167244	ENSG00000167244	42.53703433	1.966594742	0.526916972	3.732266841	0.000189764	0.005508319
10061	ENSG00000110665	ENSG00000110665	782.4249079	-0.080478986	0.069664336	-1.155239404	0.247992403	0.428231299
10071	ENSG00000205531	ENSG00000205531	1018.086987	0.047275691	0.0768465	0.615196416	0.538425015	0.703224583
10160	ENSG00000132254	ENSG00000132254	100.0821608	-0.020771924	0.094694051	-0.219358282	0.826370965	0.901690836
10225	ENSG00000133816	ENSG00000133816	3221.075104	0.433157557	0.161356149	2.684481256	0.007264246	0.043349478
10239	ENSG00000186104	ENSG00000186104	130.6011788	0.002914443	0.095095178	0.030647645	0.975550545	0.987393216
10243	ENSG00000110693	ENSG00000110693	259.7455095	0.727737736	0.219065748	3.322006029	0.000893728	0.012781827
10293	ENSG00000255359	ENSG00000255359	1.5138242	0.120718971	0.934020308	0.129246623	0.897162506	NA
10320	ENSG00000060749	ENSG00000060749	221.5649372	0.086412407	0.09930447	0.870176403	0.384204009	0.567852946
10337	ENSG00000110435	ENSG00000110435	132.8527318	0.180168269	0.099190674	1.816383151	0.069311618	0.185585981
10377	ENSG00000110497	ENSG00000110497	470.5130706	0.154496829	0.065633349	2.353937913	0.018575713	0.07935274
10399	ENSG00000110536	ENSG00000110536	4.675737959	0.255510706	0.461246073	0.553957467	0.579607955	NA
10400	ENSG00000123444	ENSG00000123444	20.96611957	-0.494122366	0.176480682	-2.799866602	0.005112373	0.035229224
10481	ENSG00000149150	ENSG00000149150	102.7034887	0.116509231	0.152883103	0.762080499	0.446011961	0.623499044
10486	ENSG00000166793	ENSG00000166793	24.81424413	0.339262797	0.246002538	1.379102829	0.167863052	0.332430981
10566	ENSG00000167992	ENSG00000167992	219.2096429	0.619028185	0.294390403	2.102745806	0.035487996	0.120507474
10567	ENSG00000167986	ENSG00000167986	1076.534917	0.282463326	0.110580342	2.554371961	0.010637955	0.05568112
10574	ENSG00000167985	ENSG00000167985	73.18352956	-0.112846086	0.136932652	-0.824099179	0.409883206	0.590802719
10581	ENSG00000168496	ENSG00000168496	29.81980573	-0.378209075	0.207508958	-1.822615652	0.068361623	0.184250057
10585	ENSG00000167994	ENSG00000167994	103.9426222	0.730315097	0.269175126	2.713159675	0.006664498	0.041127477
10610	ENSG00000204922	ENSG00000204922	16.96005039	-0.164072504	0.250234093	-0.655676059	0.512032576	NA
10654	ENSG00000149761	ENSG00000149761	101.3853292	0.061796828	0.118247031	0.522607858	0.601247171	0.751143649
10658	ENSG00000173457	ENSG00000173457	45.36236715	-0.079566918	0.143496471	-0.55448693	0.579245648	0.733636268
10666	ENSG00000126432	ENSG00000126432	508.4234235	0.335163109	0.14685662	2.282247189	0.022474751	0.090082966
10680	ENSG00000068971	ENSG00000068971	325.0308788	0.472557308	0.178027653	2.65440396	0.007944865	0.046032447
10681	ENSG00000149735	ENSG00000149735	2.664931285	-0.932481947	0.583017167	-1.599407359	0.109730118	NA
10684	ENSG00000213465	ENSG00000213465	17.21794543	-0.430274748	0.236519632	-1.819192534	0.068882061	NA
10687	ENSG00000168061	ENSG00000168061	38.75036464	-0.013625955	0.199705258	-0.068230327	0.945602286	0.971552217
10693	ENSG00000149809	ENSG00000149809	54.69880737	0.066802555	0.157086599	0.425259413	0.670647577	0.801005539
10697	ENSG00000149792	ENSG00000149792	119.4809334	-0.081258857	0.108048906	-0.752056265	0.452017223	0.628774816
10716	ENSG00000172977	ENSG00000172977	133.6575854	-0.209345038	0.098371475	-2.128107139	0.033328202	0.115688164
10741	ENSG00000174871	ENSG00000174871	14.40275	0.216644355	0.234680212	0.923147091	0.355930557	NA
10759	ENSG00000173992	ENSG00000173992	180.0927531	0.199790092	0.132456091	1.508349604	0.131465074	0.285166228
10762	ENSG00000173933	ENSG00000173933	124.760549	-0.084090903	0.095883273	-0.877013277	0.380479427	0.564049955
10765	ENSG00000173715	ENSG00000173715	77.1674653	-0.279136097	0.121884297	-2.290172755	0.022011304	0.088790101
10766	ENSG00000173653	ENSG00000173653	82.9072652	-0.118602853	0.126094576	-0.940586474	0.346916816	0.532769966
10781	ENSG00000175463	ENSG00000175463	1145.815829	-0.234112633	0.05631074	-4.157512967	3.22E-05	0.001941116
10788	ENSG00000172663	ENSG00000172663	153.1072856	-0.080575021	0.093303965	-0.863575531	0.387821111	0.570902201
10789	ENSG00000110711	ENSG00000110711	378.4098826	-0.090863277	0.084131691	-1.080012489	0.280136619	0.465284839
10817	ENSG00000110092	ENSG00000110092	9.511369392	-0.310378562	0.356980023	-0.869456389	0.384597552	NA
10818	ENSG00000149716	ENSG00000149716	227.8658024	-0.185097552	0.078680947	-2.352507939	0.018647292	0.079455441
10834	ENSG00000158483	ENSG00000158483	20.35473407	-0.376779916	0.259457785	-1.452181965	0.146451016	0.305316217
10850	ENSG00000162129	ENSG00000162129	170.2244779	0.302262749	0.100314608	3.013147893	0.002585529	0.023435217
10851	ENSG00000186642	ENSG00000186642	33.75944543	0.470482458	0.241883245	1.945080807	0.051765253	0.153869107
10862	ENSG00000175582	ENSG00000175582	431.7306124	0.218281144	0.101359086	2.153542943	0.031276033	0.111102347
10867	ENSG00000175567	ENSG00000175567	2503.528029	0.238097969	0.089993002	2.645738714	0.008151275	0.046745664
